レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーター2連率pt,1枠_寄与_モーター2連率pt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーター2連率pt,2枠_寄与_モーター2連率pt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーター2連率pt,3枠_寄与_モーター2連率pt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーター2連率pt,4枠_寄与_モーター2連率pt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーター2連率pt,5枠_寄与_モーター2連率pt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーター2連率pt,6枠_寄与_モーター2連率pt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202607090101,2026-07-09,01,1R,daily,67.18,24.53,42.32,9.75,46.48,4.14,50.0,10.88,50.0,4.89,54.19,48.68,17.78,44.28,10.2,43.53,3.87,50.0,10.88,50.0,4.89,47.63,50.87,18.58,42.32,9.75,54.27,4.83,50.0,10.88,50.0,4.89,48.93,50.2,18.33,52.12,12.0,39.43,3.51,50.0,10.88,50.0,4.89,49.62,46.88,17.12,42.32,9.75,51.07,4.54,50.0,10.88,50.0,4.89,47.19,35.49,12.96,42.32,9.75,53.45,4.76,50.0,10.88,50.0,4.89,43.24
202607090101,2026-07-09,01,1R,realtime,67.18,24.53,42.32,9.75,46.48,4.14,50.98,11.1,22.9,2.24,51.76,48.68,17.78,44.28,10.2,43.53,3.87,39.45,8.59,51.61,5.05,45.49,50.87,18.58,42.32,9.75,54.27,4.83,46.65,10.15,36.65,3.59,46.89,50.2,18.33,52.12,12.0,39.43,3.51,50.9,11.08,64.33,6.29,51.22,46.88,17.12,42.32,9.75,51.07,4.54,69.09,15.04,55.18,5.4,51.85,35.49,12.96,42.32,9.75,53.45,4.76,42.93,9.35,69.32,6.78,43.59
202607090102,2026-07-09,01,2R,daily,67.18,24.53,48.2,11.1,52.63,4.68,50.0,10.88,50.0,4.89,56.1,48.68,17.78,48.2,11.1,33.61,2.99,50.0,10.88,50.0,4.89,47.65,50.87,18.58,42.32,9.75,44.92,4.0,50.0,10.88,50.0,4.89,48.1,50.2,18.33,46.24,10.65,41.56,3.7,50.0,10.88,50.0,4.89,48.46,46.88,17.12,42.32,9.75,40.74,3.63,50.0,10.88,50.0,4.89,46.27,35.49,12.96,46.24,10.65,49.6,4.41,50.0,10.88,50.0,4.89,43.8
202607090102,2026-07-09,01,2R,realtime,67.18,24.53,48.2,11.1,52.63,4.68,69.99,15.24,23.74,2.32,57.88,48.68,17.78,48.2,11.1,33.61,2.99,51.5,11.21,50.72,4.96,48.04,50.87,18.58,42.32,9.75,44.92,4.0,48.37,10.53,37.33,3.65,46.5,50.2,18.33,46.24,10.65,41.56,3.7,39.23,8.54,63.23,6.19,47.4,46.88,17.12,42.32,9.75,40.74,3.63,42.3,9.21,55.05,5.39,45.08,35.49,12.96,46.24,10.65,49.6,4.41,48.61,10.58,69.93,6.84,45.45
202607090103,2026-07-09,01,3R,daily,67.18,24.53,44.28,10.2,54.43,4.84,50.0,10.88,50.0,4.89,55.35,48.68,17.78,46.24,10.65,34.84,3.1,50.0,10.88,50.0,4.89,47.3,50.87,18.58,48.2,11.1,45.0,4.0,50.0,10.88,50.0,4.89,49.46,50.2,18.33,58.0,13.36,53.04,4.72,50.0,10.88,50.0,4.89,52.18,46.88,17.12,46.24,10.65,48.37,4.3,50.0,10.88,50.0,4.89,47.85,35.49,12.96,42.32,9.75,45.58,4.06,50.0,10.88,50.0,4.89,42.54
202607090103,2026-07-09,01,3R,realtime,67.18,24.53,44.28,10.2,54.43,4.84,55.95,12.18,22.9,2.24,54.0,48.68,17.78,46.24,10.65,34.84,3.1,50.35,10.96,51.61,5.05,47.54,50.87,18.58,48.2,11.1,45.0,4.0,51.86,11.29,36.65,3.59,48.56,50.2,18.33,58.0,13.36,53.04,4.72,52.66,11.46,64.33,6.29,54.16,46.88,17.12,46.24,10.65,48.37,4.3,43.04,9.37,55.18,5.4,46.84,35.49,12.96,42.32,9.75,45.58,4.06,46.16,10.05,69.32,6.78,43.59
202607090104,2026-07-09,01,4R,daily,67.18,24.53,50.16,11.55,45.33,4.03,50.0,10.88,50.0,4.89,55.9,48.68,17.78,58.0,13.36,56.24,5.0,50.0,10.88,50.0,4.89,51.92,50.87,18.58,46.24,10.65,47.96,4.27,50.0,10.88,50.0,4.89,49.27,50.2,18.33,42.32,9.75,41.64,3.71,50.0,10.88,50.0,4.89,47.56,46.88,17.12,34.48,7.94,50.01,4.45,50.0,10.88,50.0,4.89,45.29,35.49,12.96,52.12,12.0,54.1,4.81,50.0,10.88,50.0,4.89,45.55
202607090104,2026-07-09,01,4R,realtime,67.18,24.53,50.16,11.55,45.33,4.03,45.98,10.01,23.74,2.32,52.45,48.68,17.78,58.0,13.36,56.24,5.0,68.61,14.94,50.72,4.96,56.04,50.87,18.58,46.24,10.65,47.96,4.27,59.98,13.06,37.33,3.65,50.2,50.2,18.33,42.32,9.75,41.64,3.71,37.5,8.16,63.23,6.19,46.13,46.88,17.12,34.48,7.94,50.01,4.45,46.08,10.03,55.05,5.39,44.93,35.49,12.96,52.12,12.0,54.1,4.81,41.84,9.11,69.93,6.84,45.73
202607090105,2026-07-09,01,5R,daily,67.18,24.53,48.2,11.1,49.43,4.4,50.0,10.88,50.0,4.89,55.81,48.68,17.78,48.2,11.1,55.42,4.93,50.0,10.88,50.0,4.89,49.59,50.87,18.58,52.12,12.0,52.87,4.71,50.0,10.88,50.0,4.89,51.06,50.2,18.33,50.16,11.55,53.61,4.77,50.0,10.88,50.0,4.89,50.43,46.88,17.12,48.2,11.1,58.78,5.23,50.0,10.88,50.0,4.89,49.23,35.49,12.96,54.08,12.46,49.92,4.44,50.0,10.88,50.0,4.89,45.63
202607090105,2026-07-09,01,5R,realtime,67.18,24.53,48.2,11.1,49.43,4.4,51.66,11.25,23.74,2.32,53.6,48.68,17.78,48.2,11.1,55.42,4.93,50.06,10.9,50.72,4.96,49.67,50.87,18.58,52.12,12.0,52.87,4.71,62.08,13.51,37.33,3.65,52.45,50.2,18.33,50.16,11.55,53.61,4.77,34.13,7.43,63.23,6.19,48.27,46.88,17.12,48.2,11.1,58.78,5.23,57.24,12.46,55.05,5.39,51.3,35.49,12.96,54.08,12.46,49.92,4.44,44.81,9.76,69.93,6.84,46.45
