レースコード,タイトル,日次,レース日,レース場,レース回,レース名,距離(m),天候,風向,風速(m),波の高さ(cm),決まり手,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気,1着_着順,1着_艇番,1着_登録番号,1着_選手名,1着_モーター番号,1着_ボート番号,1着_展示タイム,1着_進入コース,1着_スタートタイミング,1着_レースタイム,2着_着順,2着_艇番,2着_登録番号,2着_選手名,2着_モーター番号,2着_ボート番号,2着_展示タイム,2着_進入コース,2着_スタートタイミング,2着_レースタイム,3着_着順,3着_艇番,3着_登録番号,3着_選手名,3着_モーター番号,3着_ボート番号,3着_展示タイム,3着_進入コース,3着_スタートタイミング,3着_レースタイム,4着_着順,4着_艇番,4着_登録番号,4着_選手名,4着_モーター番号,4着_ボート番号,4着_展示タイム,4着_進入コース,4着_スタートタイミング,4着_レースタイム,5着_着順,5着_艇番,5着_登録番号,5着_選手名,5着_モーター番号,5着_ボート番号,5着_展示タイム,5着_進入コース,5着_スタートタイミング,5着_レースタイム,6着_着順,6着_艇番,6着_登録番号,6着_選手名,6着_モーター番号,6着_ボート番号,6着_展示タイム,6着_進入コース,6着_スタートタイミング,6着_レースタイム
201707192401,スカパー！・ＪＬＣカップ第１２回スタート野郎決定戦,第1日,2017/07/19,大村,01R,めざまし戦予,1800,曇り,南西,1,1,差し,5,610,5,180,1,100,5-1,3850,8,1-5,570,3,1-5,440,5,5-6,1840,11,1-6,600,7,5-1-6,27610,35,1-5-6,1350,6,1,5,3748,小 黒 竜 吾,60,13,6.93,5,0.11,111.7,2,1,3414,加 瀬 智 宏,37,26,6.8,1,0.12,112.9,3,6,4959,井 上 忠 政,33,58,6.89,6,0.02,113.7,4,2,4470,平 田 健之佑,43,56,6.95,2,0.15,114.8,5,4,4768,田 代 元 気,65,45,6.97,4,0.18,,6,3,4766,石 井 孝 之,52,21,6.88,3,0.3,
201707192402,スカパー！・ＪＬＣカップ第１２回スタート野郎決定戦,第1日,2017/07/19,大村,02R,昼ガチ戦予選,1800,曇り,南西,1,1,逃げ,1,210,1,100,2,630,1-2,340,2,1-2,450,2,1-2,320,3,1-4,700,7,2-4,700,7,1-2-4,3020,10,1-2-4,1390,6,1,1,4523,中 村 辰 也,72,51,6.93,1,0.02,111.3,2,2,4635,峰 重 力 也,54,38,6.86,2,0.08,112.4,3,4,4779,伊 倉 光,70,16,6.86,4,0.09,114.2,4,5,4529,嶋 義 信,63,17,6.89,5,0.15,114.8,5,3,4009,小 林 一 樹,71,36,6.87,3,0.12,,6,6,4731,間 野 兼 礼,47,48,6.9,6,0.39,
201707192403,スカパー！・ＪＬＣカップ第１２回スタート野郎決定戦,第1日,2017/07/19,大村,03R,予選,1800,曇り,南西,1,1,まくり,6,1250,6,330,1,100,6-1,3380,11,1-6,910,5,1-6,260,4,2-6,460,7,1-2,170,2,6-1-2,7590,26,1-2-6,990,3,1,6,3436,柏 野 幸 二,62,46,6.88,5,0.31,110.5,2,1,3683,小 羽 正 作,56,35,6.92,1,0.23,112.8,3,2,4633,森 智 也,12,39,6.87,2,0.22,113.9,4,5,3647,伊 藤 雄 二,14,37,6.99,6,0.21,115.1,5,3,3987,後 藤 正 宗,35,47,6.83,3,0.38,,6,4,3847,鈴 木 孝 之,34,28,6.88,4,0.31,
201707192404,スカパー！・ＪＬＣカップ第１２回スタート野郎決定戦,第1日,2017/07/19,大村,04R,予選,1800,曇り,南西,1,1,逃げ,1,240,1,130,2,140,1-2,350,1,1-2,230,1,1-2,170,2,1-3,400,5,2-3,850,12,1-2-3,2220,7,1-2-3,1200,7,1,1,3701,大 西 隆 洋,68,34,6.87,1,0.22,111.0,2,2,3977,山 本 兼 士,57,24,6.94,2,0.18,112.8,3,3,3626,中 林 秀 人,40,15,6.87,3,0.16,114.6,4,6,4297,山 田 哲 也,16,52,6.85,6,0.08,114.7,5,4,2787,藤 井 定 美,44,27,6.9,4,0.21,,6,5,4709,岡 村 将 也,18,49,6.99,5,0.12,
201707192405,スカパー！・ＪＬＣカップ第１２回スタート野郎決定戦,第1日,2017/07/19,大村,05R,予選  進入固定,1800,曇り,南西,2,1,逃げ,1,330,1,110,2,120,1-2,180,1,1-2,140,1,1-2,110,1,1-5,370,7,2-5,880,10,1-2-5,2140,8,1-2-5,940,4,1,1,4133,高 橋 正 男,69,54,6.84,1,0.18,111.6,2,2,4430,永 田 秀 二,51,20,6.91,2,0.16,112.4,3,5,4691,水 原 慎,53,53,6.94,5,0.15,114.5,4,4,3878,胡 本 悟 志,41,44,6.95,4,0.08,115.2,5,3,3820,樫 葉 次 郎,30,30,6.87,3,0.11,,6,6,4959,井 上 忠 政,33,58,6.75,6,0.11,
201707192406,スカパー！・ＪＬＣカップ第１２回スタート野郎決定戦,第1日,2017/07/19,大村,06R,予選,1800,曇り,西,1,1,逃げ,1,190,1,140,2,260,1-2,310,1,1-2,220,1,1-2,120,1,1-4,140,2,2-4,160,3,1-2-4,830,2,1-2-4,400,2,1,1,4603,谷 川 将 太,24,40,6.87,1,0.08,112.0,2,2,3818,山 崎 康 弘,55,55,6.88,2,0.09,113.8,3,4,4672,守 屋 大 地,76,14,6.78,4,0.16,113.9,4,3,4640,山ノ内 雅 人,59,41,6.91,3,0.13,116.4,5,5,4768,田 代 元 気,65,45,6.87,5,0.21,,6,6,4731,間 野 兼 礼,47,48,6.9,6,0.44,
201707192407,スカパー！・ＪＬＣカップ第１２回スタート野郎決定戦,第1日,2017/07/19,大村,07R,予選  進入固定,1800,曇り,西,2,1,逃げ,1,190,1,130,4,160,1-4,320,1,1-4,200,1,1-4,150,2,1-2,560,8,2-4,1120,10,1-4-2,1470,5,1-2-4,800,5,1,1,3831,安 藤 裕 貴,27,43,6.86,1,0.18,111.7,2,4,4290,稲 田 浩 二,64,57,6.84,4,0.2,113.0,3,2,4766,石 井 孝 之,52,21,6.99,2,0.21,114.1,4,5,3934,鋤 柄 貴 俊,58,25,6.9,5,0.17,116.4,5,3,4779,伊 倉 光,70,16,6.85,3,0.16,,6,6,4441,末 永 由 楽,61,31,6.93,6,0.18,
201707192408,スカパー！・ＪＬＣカップ第１２回スタート野郎決定戦,第1日,2017/07/19,大村,08R,予選,1800,曇り,西,1,1,逃げ,1,260,1,110,6,120,1-6,1610,6,1-6,550,2,1-6,200,4,1-2,170,3,2-6,110,1,1-6-2,3390,14,1-2-6,390,1,1,1,2787,藤 井 定 美,44,27,6.96,1,0.11,112.3,2,6,4364,池 永 太,11,29,6.86,3,0.37,114.3,3,2,4526,池 田 雄 祐,29,23,6.91,2,0.23,116.1,4,4,4635,峰 重 力 也,54,38,6.8,5,0.22,118.4,5,5,4883,岡 部 大 輝,50,50,6.85,6,0.18,,6,3,3748,小 黒 竜 吾,60,13,6.92,4,0.22,
201707192409,スカパー！・ＪＬＣカップ第１２回スタート野郎決定戦,第1日,2017/07/19,大村,09R,予選,1800,曇り,南西,2,1,逃げ,1,120,1,100,2,110,1-2,250,1,1-2,160,1,1-2,110,1,1-5,260,4,2-5,450,7,1-2-5,650,2,1-2-5,410,3,1,1,4376,藤 田 靖 弘,67,22,6.93,1,0.19,110.3,2,2,3683,小 羽 正 作,56,35,6.82,2,0.13,113.3,3,5,4009,小 林 一 樹,71,36,6.99,5,0.13,114.4,4,3,4470,平 田 健之佑,43,56,6.88,3,0.11,115.8,5,6,4950,高 岡 竜 也,15,33,6.87,6,0.08,,6,4,4691,水 原 慎,53,53,6.9,4,0.22,
201707192410,スカパー！・ＪＬＣカップ第１２回スタート野郎決定戦,第1日,2017/07/19,大村,10R,夕やけ特賞,1800,曇り,南西,1,1,差し,2,240,2,110,1,100,2-1,700,3,1-2,210,1,1-2,140,1,2-3,260,6,1-3,190,3,2-1-3,1430,5,1-2-3,170,1,1,2,4139,丹 下 健,31,67,6.84,2,0.2,111.3,2,1,3977,山 本 兼 士,57,24,6.92,1,0.11,113.2,3,3,3414,加 瀬 智 宏,37,26,7.0,3,0.09,114.6,4,5,4633,森 智 也,12,39,6.92,5,0.11,115.3,5,6,3820,樫 葉 次 郎,30,30,6.95,6,0.11,,6,4,4640,山ノ内 雅 人,59,41,6.98,4,0.11,
