レースコード,レース日,レース場コード,レース回,艇1_登録番号,艇1_選手名,艇1_前1節_開始日,艇1_前1節_終了日,艇1_前1節_場コード,艇1_前1節_場名,艇1_前1節_グレード,艇1_前1節_着順列,艇1_前2節_開始日,艇1_前2節_終了日,艇1_前2節_場コード,艇1_前2節_場名,艇1_前2節_グレード,艇1_前2節_着順列,艇1_前3節_開始日,艇1_前3節_終了日,艇1_前3節_場コード,艇1_前3節_場名,艇1_前3節_グレード,艇1_前3節_着順列,艇1_前4節_開始日,艇1_前4節_終了日,艇1_前4節_場コード,艇1_前4節_場名,艇1_前4節_グレード,艇1_前4節_着順列,艇1_前5節_開始日,艇1_前5節_終了日,艇1_前5節_場コード,艇1_前5節_場名,艇1_前5節_グレード,艇1_前5節_着順列,艇2_登録番号,艇2_選手名,艇2_前1節_開始日,艇2_前1節_終了日,艇2_前1節_場コード,艇2_前1節_場名,艇2_前1節_グレード,艇2_前1節_着順列,艇2_前2節_開始日,艇2_前2節_終了日,艇2_前2節_場コード,艇2_前2節_場名,艇2_前2節_グレード,艇2_前2節_着順列,艇2_前3節_開始日,艇2_前3節_終了日,艇2_前3節_場コード,艇2_前3節_場名,艇2_前3節_グレード,艇2_前3節_着順列,艇2_前4節_開始日,艇2_前4節_終了日,艇2_前4節_場コード,艇2_前4節_場名,艇2_前4節_グレード,艇2_前4節_着順列,艇2_前5節_開始日,艇2_前5節_終了日,艇2_前5節_場コード,艇2_前5節_場名,艇2_前5節_グレード,艇2_前5節_着順列,艇3_登録番号,艇3_選手名,艇3_前1節_開始日,艇3_前1節_終了日,艇3_前1節_場コード,艇3_前1節_場名,艇3_前1節_グレード,艇3_前1節_着順列,艇3_前2節_開始日,艇3_前2節_終了日,艇3_前2節_場コード,艇3_前2節_場名,艇3_前2節_グレード,艇3_前2節_着順列,艇3_前3節_開始日,艇3_前3節_終了日,艇3_前3節_場コード,艇3_前3節_場名,艇3_前3節_グレード,艇3_前3節_着順列,艇3_前4節_開始日,艇3_前4節_終了日,艇3_前4節_場コード,艇3_前4節_場名,艇3_前4節_グレード,艇3_前4節_着順列,艇3_前5節_開始日,艇3_前5節_終了日,艇3_前5節_場コード,艇3_前5節_場名,艇3_前5節_グレード,艇3_前5節_着順列,艇4_登録番号,艇4_選手名,艇4_前1節_開始日,艇4_前1節_終了日,艇4_前1節_場コード,艇4_前1節_場名,艇4_前1節_グレード,艇4_前1節_着順列,艇4_前2節_開始日,艇4_前2節_終了日,艇4_前2節_場コード,艇4_前2節_場名,艇4_前2節_グレード,艇4_前2節_着順列,艇4_前3節_開始日,艇4_前3節_終了日,艇4_前3節_場コード,艇4_前3節_場名,艇4_前3節_グレード,艇4_前3節_着順列,艇4_前4節_開始日,艇4_前4節_終了日,艇4_前4節_場コード,艇4_前4節_場名,艇4_前4節_グレード,艇4_前4節_着順列,艇4_前5節_開始日,艇4_前5節_終了日,艇4_前5節_場コード,艇4_前5節_場名,艇4_前5節_グレード,艇4_前5節_着順列,艇5_登録番号,艇5_選手名,艇5_前1節_開始日,艇5_前1節_終了日,艇5_前1節_場コード,艇5_前1節_場名,艇5_前1節_グレード,艇5_前1節_着順列,艇5_前2節_開始日,艇5_前2節_終了日,艇5_前2節_場コード,艇5_前2節_場名,艇5_前2節_グレード,艇5_前2節_着順列,艇5_前3節_開始日,艇5_前3節_終了日,艇5_前3節_場コード,艇5_前3節_場名,艇5_前3節_グレード,艇5_前3節_着順列,艇5_前4節_開始日,艇5_前4節_終了日,艇5_前4節_場コード,艇5_前4節_場名,艇5_前4節_グレード,艇5_前4節_着順列,艇5_前5節_開始日,艇5_前5節_終了日,艇5_前5節_場コード,艇5_前5節_場名,艇5_前5節_グレード,艇5_前5節_着順列,艇6_登録番号,艇6_選手名,艇6_前1節_開始日,艇6_前1節_終了日,艇6_前1節_場コード,艇6_前1節_場名,艇6_前1節_グレード,艇6_前1節_着順列,艇6_前2節_開始日,艇6_前2節_終了日,艇6_前2節_場コード,艇6_前2節_場名,艇6_前2節_グレード,艇6_前2節_着順列,艇6_前3節_開始日,艇6_前3節_終了日,艇6_前3節_場コード,艇6_前3節_場名,艇6_前3節_グレード,艇6_前3節_着順列,艇6_前4節_開始日,艇6_前4節_終了日,艇6_前4節_場コード,艇6_前4節_場名,艇6_前4節_グレード,艇6_前4節_着順列,艇6_前5節_開始日,艇6_前5節_終了日,艇6_前5節_場コード,艇6_前5節_場名,艇6_前5節_グレード,艇6_前5節_着順列
202606120301,2026-06-12,03,01R,5279,石渡 翔一郎,2026-04-26,2026-05-01,03,江戸川,一般,２　５１　　６３１　１３,2026-04-13,2026-04-18,03,江戸川,一般,３　５５６　１３５　２１,2026-01-02,2026-01-07,03,江戸川,一般,１２３　２４２　３　[６],2025-12-25,2025-12-29,03,江戸川,一般,１　２２F　２２５５,2025-12-08,2025-12-14,03,江戸川,一般,１　１５転　２１欠　３４,5366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5292,佐藤 右京,2026-04-26,2026-05-01,03,江戸川,一般,４　６６５　５４６　５５,2026-01-02,2026-01-07,03,江戸川,一般,４４２　１３６　３２５,2025-09-28,2025-10-02,03,江戸川,一般,５　２３４６４　エ６,2025-06-21,2025-06-27,03,江戸川,一般,６　４　２６転　５５５５,2025-05-16,2025-05-21,03,江戸川,一般,３６　　６　３,5242,高山 弘斗,2026-04-26,2026-05-01,03,江戸川,一般,６　６５　　２５２５６,2025-12-25,2025-12-29,03,江戸川,一般,６　エ３５　５５２２,2025-10-25,2025-10-30,03,江戸川,一般,４６４　２６３３１　４１,2025-04-24,2025-04-29,03,江戸川,一般,５６６　４４５　４６転６,2025-03-01,2025-03-06,03,江戸川,一般,３６６６３　２６４　３１,5263,花田 凱成,2025-09-28,2025-10-02,03,江戸川,一般,６　１６３　２５２３,,,,,,,,,,,,,,,,,,,,,,,,
202606120302,2026-06-12,03,02R,5386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5280,廣瀬 凜,2025-12-08,2025-12-14,03,江戸川,一般,２２３　１５５　２２２２,2025-06-21,2025-06-27,03,江戸川,一般,３６３　１２５　３１１６,2025-03-01,2025-03-06,03,江戸川,一般,５２３　４２４３４　６３,2024-09-28,2024-10-03,03,江戸川,一般,５４５　４４１　２４２,,,,,,,5307,富永 夏哉人,2025-09-28,2025-10-02,03,江戸川,一般,５５１　１２５５１,,,,,,,,,,,,,,,,,,,,,,,,,5350,網代 良芽,2025-12-08,2025-12-14,03,江戸川,一般,６６１　３４３　２１４５,2025-09-14,2025-09-18,03,江戸川,一般,６　４２５　５３３,,,,,,,,,,,,,,,,,,,5270,小玉 啓太,2025-09-28,2025-10-02,03,江戸川,一般,５４３　３転５２５３,,,,,,,,,,,,,,,,,,,,,,,,,5286,坂井 滉哉,2026-03-07,2026-03-10,03,江戸川,一般,６２６　４５３１,2025-06-14,2025-06-17,03,江戸川,一般,５　４４５６５,,,,,,,,,,,,,,,,,,
202606120303,2026-06-12,03,03R,5127,沼田 大都,2025-04-08,2025-04-13,03,江戸川,一般,４５６　２５２　６４３４,2024-09-28,2024-10-03,03,江戸川,一般,４　３４２　１３１　２６,2022-11-07,2022-11-12,03,江戸川,一般,６　４４６　２５２４５４,2022-06-09,2022-06-13,03,江戸川,一般,６　６５４　６６６６,2022-03-07,2022-03-12,03,江戸川,一般,６６５　２５６　５６６４,5333,山下 智己,2025-12-08,2025-12-14,03,江戸川,一般,４１２　２６転　１F４３,2025-06-05,2025-06-10,03,江戸川,一般,４６　　５６４　６　５,,,,,,,,,,,,,,,,,,,5398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5337,出畑 孝成,2026-01-10,2026-01-15,03,江戸川,一般,５４３　４２,,,,,,,,,,,,,,,,,,,,,,,,,5290,坂本 一真,2026-04-26,2026-05-01,03,江戸川,一般,５５２　２２４　５２５３,2026-01-02,2026-01-07,03,江戸川,一般,３　３６６　５５６　エ１,2025-01-02,2025-01-07,03,江戸川,一般,４４５　６転５　５５４５,2024-12-03,2024-12-08,03,江戸川,一般,１３５　５落４　５６２,2024-11-26,2024-11-30,03,江戸川,一般,４６６６５　６転,5197,中野 仁照,2024-09-28,2024-10-03,03,江戸川,一般,３５２　２１３　４F３３,2024-07-02,2024-07-07,03,江戸川,一般,１１２　３転,2024-02-11,2024-02-18,03,江戸川,一般,　　　　　　　　　　　　転１,2023-09-09,2023-09-15,03,江戸川,一般,６　５５４６転,2023-02-24,2023-03-01,03,江戸川,一般,５　２６４　３５３　２１
202606120304,2026-06-12,03,04R,5212,西川 拓利,2026-02-08,2026-02-12,03,江戸川,一般,２３１　５３１　１１,2025-09-21,2025-09-24,03,江戸川,一般,１　５３４４２,2025-05-16,2025-05-21,03,江戸川,一般,３５　　４,2024-09-28,2024-10-03,03,江戸川,一般,１５５　５４１　３３エ６,2024-02-04,2024-02-07,03,江戸川,一般,５６４５５　２３,5064,品川 二千翔,2026-03-07,2026-03-10,03,江戸川,一般,２　１１３　２４,2025-10-14,2025-10-19,03,江戸川,ＧⅡ,３　３４６　３３５５４,2025-03-01,2025-03-06,03,江戸川,一般,３　２転３　２２４　１６,2023-07-27,2023-08-01,03,江戸川,一般,４３３　４３３４３４５１,2022-11-07,2022-11-12,03,江戸川,一般,６　５６欠,5274,城間 盛渚,2025-09-21,2025-09-24,03,江戸川,一般,６５６　３３１４,2024-04-19,2024-04-25,03,江戸川,一般,５　５５５　４６３　２４,2024-03-07,2024-03-11,03,江戸川,一般,３５５５６　５５,,,,,,,,,,,,,5325,澁川 夏,2025-12-08,2025-12-14,03,江戸川,一般,６　５４４　２６６　１５,2025-06-21,2025-06-27,03,江戸川,一般,５　６６５　３６５　５６,,,,,,,,,,,,,,,,,,,5381,有山 望,2026-03-15,2026-03-20,03,江戸川,一般,６３４　３５６　６４６,,,,,,,,,,,,,,,,,,,,,,,,,5424,熊倉 幹太,2026-04-13,2026-04-18,03,江戸川,一般,６６６　６６６　６６６,,,,,,,,,,,,,,,,,,,,,,,,
202606120305,2026-06-12,03,05R,5232,樅山 拓馬,2026-02-08,2026-02-12,03,江戸川,一般,３　３２１４２　４３,2025-03-11,2025-03-16,03,江戸川,一般,６２３２５　６２２３１,2024-06-16,2024-06-21,03,江戸川,一般,２　２４１　２６１４３４,2023-12-24,2023-12-28,03,江戸川,一般,６　３４転　５３６,2023-12-08,2023-12-12,03,江戸川,一般,２５６　４２２　６４,5292,佐藤 右京,2026-04-26,2026-05-01,03,江戸川,一般,４　６６５　５４６　５５,2026-01-02,2026-01-07,03,江戸川,一般,４４２　１３６　３２５,2025-09-28,2025-10-02,03,江戸川,一般,５　２３４６４　エ６,2025-06-21,2025-06-27,03,江戸川,一般,６　４　２６転　５５５５,2025-05-16,2025-05-21,03,江戸川,一般,３６　　６　３,5352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5255,藤原 仙二,2026-04-13,2026-04-18,03,江戸川,一般,２　１５２　１４２３[４],2025-12-08,2025-12-14,03,江戸川,一般,３　３３１　２１３２[５],2025-09-14,2025-09-18,03,江戸川,一般,１１３　２５３　５４,2025-06-21,2025-06-27,03,江戸川,一般,６　６　５　２６１　１１,,,,,,,5221,竹間 隆晟,2025-05-16,2025-05-21,03,江戸川,一般,２１　　１　　　[],2024-03-21,2024-03-27,03,江戸川,一般,２６３　１３２２１４２１,2023-07-12,2023-07-17,03,江戸川,ＧⅢ,４４４　３４５４５４２,2023-03-12,2023-03-16,03,江戸川,一般,４２３　１４３４,2022-08-22,2022-08-27,03,江戸川,一般,６５５５３　４６１６５,5384,八戸 琉楓,2026-04-13,2026-04-18,03,江戸川,一般,５６６　５５６６６　６６,,,,,,,,,,,,,,,,,,,,,,,,
202606120306,2026-06-12,03,06R,5289,佃 來紀,2024-09-28,2024-10-03,03,江戸川,一般,６　３４５４３　５３３,,,,,,,,,,,,,,,,,,,,,,,,,5257,西丸 侑太朗,2025-11-07,2025-11-12,03,江戸川,一般,４　２１３　２２２１[転],2025-05-16,2025-05-21,03,江戸川,一般,２２　　４２,2025-01-23,2025-01-28,03,江戸川,一般,３　１１３２６　４２[１],2023-11-15,2023-11-21,03,江戸川,一般,５６６　５３６４６　６６,2023-06-29,2023-07-04,03,江戸川,一般,４４３　４５５５５　３６,5214,田中 宏典,2025-10-25,2025-10-30,03,江戸川,一般,６５３　１４４　３４５,2024-09-28,2024-10-03,03,江戸川,一般,２　６６２　３５５　５５,2024-02-04,2024-02-07,03,江戸川,一般,６　６６,,,,,,,,,,,,,5394,福西 広太郎,2025-12-25,2025-12-29,03,江戸川,一般,６　５５６　５６３４,,,,,,,,,,,,,,,,,,,,,,,,,5177,松井 貫太,2026-04-13,2026-04-18,03,江戸川,一般,４３４　４４５　６５３,2025-06-21,2025-06-27,03,江戸川,一般,４　４　３２４　３５６,2025-03-24,2025-03-29,03,江戸川,一般,４　６４６　６２４　５５,2023-09-09,2023-09-15,03,江戸川,一般,５　４６３　５４１５２,2023-07-12,2023-07-17,03,江戸川,ＧⅢ,４６５　６４６６５５３４,5242,高山 弘斗,2026-04-26,2026-05-01,03,江戸川,一般,６　６５　　２５２５６,2025-12-25,2025-12-29,03,江戸川,一般,６　エ３５　５５２２,2025-10-25,2025-10-30,03,江戸川,一般,４６４　２６３３１　４１,2025-04-24,2025-04-29,03,江戸川,一般,５６６　４４５　４６転６,2025-03-01,2025-03-06,03,江戸川,一般,３６６６３　２６４　３１
202606120307,2026-06-12,03,07R,5351,齊藤 廉,2026-02-28,2026-03-03,03,江戸川,一般,４５２　５２１５,,,,,,,,,,,,,,,,,,,,,,,,,5290,坂本 一真,2026-04-26,2026-05-01,03,江戸川,一般,５５２　２２４　５２５３,2026-01-02,2026-01-07,03,江戸川,一般,３　３６６　５５６　エ１,2025-01-02,2025-01-07,03,江戸川,一般,４４５　６転５　５５４５,2024-12-03,2024-12-08,03,江戸川,一般,１３５　５落４　５６２,2024-11-26,2024-11-30,03,江戸川,一般,４６６６５　６転,5350,網代 良芽,2025-12-08,2025-12-14,03,江戸川,一般,６６１　３４３　２１４５,2025-09-14,2025-09-18,03,江戸川,一般,６　４２５　５３３,,,,,,,,,,,,,,,,,,,5298,水谷 理人,2025-12-08,2025-12-14,03,江戸川,一般,１４３　２１２不１３[２],2025-08-03,2025-08-08,03,江戸川,ＧⅢ,４　４１４２２　２１３３,2024-06-16,2024-06-21,03,江戸川,一般,３２１　３１１　３１[２],2024-03-14,2024-03-19,03,江戸川,一般,５５６　５　６３,,,,,,,5191,飛田 江己,2026-05-11,2026-05-16,03,江戸川,ＧⅡ,１　１２５　１５４　６２,2026-02-18,2026-02-24,03,江戸川,ＧⅠ,不　５５６　６１欠,2025-12-17,2025-12-21,03,江戸川,一般,６　２１３２４３１１,2025-10-14,2025-10-19,03,江戸川,ＧⅡ,２３２　３５転４１４５,2025-05-16,2025-05-21,03,江戸川,一般,５　　　１３,5312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202606120308,2026-06-12,03,08R,5208,屋良 龍紀,2025-07-20,2025-07-25,03,江戸川,一般,４６５　６３６　４２１３,2025-03-01,2025-03-06,03,江戸川,一般,転６４４３　６５４　１４,2024-04-19,2024-04-25,03,江戸川,一般,６　６６,2023-12-24,2023-12-28,03,江戸川,一般,１３６　１５６　３２,2023-11-30,2023-12-05,03,江戸川,一般,転５５　６６４　１F５,5178,成貞 琳平,2025-09-21,2025-09-24,03,江戸川,一般,５６５　１２４５,2025-06-05,2025-06-10,03,江戸川,一般,６　４　４４４　４　６６,2024-12-24,2024-12-29,03,江戸川,一般,６　４F５　３４５　６３,2024-04-19,2024-04-25,03,江戸川,一般,４　４６６　５５５　４１,2023-10-21,2023-10-25,03,江戸川,一般,欠６３６５　３５６,5018,竹下 大樹,2025-12-08,2025-12-14,03,江戸川,一般,２１１　３２２　５１[１],2025-09-14,2025-09-18,03,江戸川,一般,２１６５３　１２３２,2025-05-07,2025-05-12,03,江戸川,一般,４落１　４２２１５　２１,2024-12-24,2024-12-29,03,江戸川,一般,１　１１４　２４４１[６],2024-07-16,2024-07-21,03,江戸川,ＧⅡ,３６１　欠１５　６２５,5366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5337,出畑 孝成,2026-01-10,2026-01-15,03,江戸川,一般,５４３　４２,,,,,,,,,,,,,,,,,,,,,,,,,5187,小坂 風太,2025-09-14,2025-09-18,03,江戸川,一般,３　１５３　４６３,2025-06-21,2025-06-27,03,江戸川,一般,２　５　４６１　６５２,2024-11-18,2024-11-22,03,江戸川,一般,６　６３５　１５２６,,,,,,,,,,,,
202606120309,2026-06-12,03,09R,5330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5127,沼田 大都,2025-04-08,2025-04-13,03,江戸川,一般,４５６　２５２　６４３４,2024-09-28,2024-10-03,03,江戸川,一般,４　３４２　１３１　２６,2022-11-07,2022-11-12,03,江戸川,一般,６　４４６　２５２４５４,2022-06-09,2022-06-13,03,江戸川,一般,６　６５４　６６６６,2022-03-07,2022-03-12,03,江戸川,一般,６６５　２５６　５６６４,5166,仲道 大輔,2025-10-14,2025-10-19,03,江戸川,ＧⅡ,１　３３６　１４５　３２,2025-06-14,2025-06-17,03,江戸川,一般,２１２　２２[転],2024-12-15,2024-12-20,03,江戸川,一般,１５２　５１１　２１[１],2021-10-24,2021-10-29,03,江戸川,一般,６４６５５　５６４　６４,,,,,,,5424,熊倉 幹太,2026-04-13,2026-04-18,03,江戸川,一般,６６６　６６６　６６６,,,,,,,,,,,,,,,,,,,,,,,,,5307,富永 夏哉人,2025-09-28,2025-10-02,03,江戸川,一般,５５１　１２５５１,,,,,,,,,,,,,,,,,,,,,,,,,5244,黒田 剛,2026-02-28,2026-03-03,03,江戸川,一般,２６３４３　５１,2025-09-28,2025-10-02,03,江戸川,一般,５３６　６３５４３,2025-04-08,2025-04-13,03,江戸川,一般,１２４６６　４６３　４５,2024-09-21,2024-09-26,03,江戸川,一般,４６３６６　１６,,,,,,
202606120310,2026-06-12,03,10R,5114,小林 孝彰,2026-02-01,2026-02-04,03,江戸川,一般,３４５　３５３２,2024-11-18,2024-11-22,03,江戸川,一般,２　１２４　１３[４],2023-12-08,2023-12-12,03,江戸川,一般,５　２４３　５６２４,2022-05-25,2022-05-30,03,江戸川,一般,６　５５６　５４５　１６,2021-02-11,2021-02-18,03,江戸川,一般,６　３　５６６　６１５５,5279,石渡 翔一郎,2026-04-26,2026-05-01,03,江戸川,一般,２　５１　　６３１　１３,2026-04-13,2026-04-18,03,江戸川,一般,３　５５６　１３５　２１,2026-01-02,2026-01-07,03,江戸川,一般,１２３　２４２　３　[６],2025-12-25,2025-12-29,03,江戸川,一般,１　２２F　２２５５,2025-12-08,2025-12-14,03,江戸川,一般,１　１５転　２１欠　３４,5286,坂井 滉哉,2026-03-07,2026-03-10,03,江戸川,一般,６２６　４５３１,2025-06-14,2025-06-17,03,江戸川,一般,５　４４５６５,,,,,,,,,,,,,,,,,,,5371,早川 颯太,2026-04-26,2026-05-01,03,江戸川,一般,６６６　６　６　５４５,2026-03-15,2026-03-20,03,江戸川,一般,６　１６６　６５６　５６,2026-02-28,2026-03-03,03,江戸川,一般,６　６６６５５,2025-12-25,2025-12-29,03,江戸川,一般,６　２５６　６６６６,2025-11-07,2025-11-12,03,江戸川,一般,６６６　６５６　５６６６,5352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4985,井本 昌也,2024-07-16,2024-07-21,03,江戸川,ＧⅡ,６２３　２　４５６６６,2023-09-09,2023-09-15,03,江戸川,一般,６６３,2020-03-07,2020-03-10,03,江戸川,一般,５　６５１３１,2019-02-04,2019-02-07,03,江戸川,一般,２６６３６　６４,,,,,,
