レースコード,レース日,レース場,レース回,ステータス,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202602260101,2026-02-26,1,01R,1,3,半周ラップ,まわり足,直線,木村 浩士,18.24,4.46,7.58,伊藤 誠二,18.35,4.4,7.62,金子 貴志,18.82,4.34,7.67,福西 広太郎,18.47,4.35,7.6,近藤 稔也,18.77,4.54,7.61,岸蔭 亮,18.86,4.69,7.6
202602260102,2026-02-26,1,02R,1,3,半周ラップ,まわり足,直線,稗田 聖也,18.22,4.44,7.49,須藤 博倫,18.6,4.66,7.47,汐崎 正則,18.7,4.44,7.69,國崎 良春,18.2,4.28,7.47,伊藤 啓三,18.62,5.26,7.44,古結 宏,18.43,4.64,7.58
202602260103,2026-02-26,1,03R,1,3,半周ラップ,まわり足,直線,淺香 文武,18.83,4.45,7.55,吉田 和仁,18.29,4.47,7.45,亀山 雅幸,18.8,4.3,7.46,東口 晃,18.43,4.63,7.68,村田 修次,18.22,4.34,7.52,上之 晃弘,18.86,4.49,7.79
202602260104,2026-02-26,1,04R,1,3,半周ラップ,まわり足,直線,川崎 公靖,18.67,4.44,7.42,芝田 浩治,18.41,4.5,7.49,栗山 繁洋,18.97,4.54,7.7,辻 栄蔵,18.15,4.34,7.37,北川 潤二,18.46,4.58,7.48,仲本 舜,18.73,4.54,7.62
202602260105,2026-02-26,1,05R,1,3,半周ラップ,まわり足,直線,小林 遼太,18.28,4.5,7.37,吉川 喜継,18.66,4.48,7.59,古川 健,18.76,4.55,7.66,中村 楓,18.54,4.68,7.62,横田 貴満,18.52,4.71,7.47,松尾 昂明,18.72,4.75,7.51
202602260106,2026-02-26,1,06R,1,3,半周ラップ,まわり足,直線,菊地 孝平,18.15,4.13,7.46,岩川 仁士,18.57,4.16,7.63,佐口 達也,18.26,4.34,7.66,近藤 稔也,18.69,4.48,7.54,金子 怜央,18.85,4.97,7.55,米本 圭佑,18.49,4.61,7.46
202602260107,2026-02-26,1,07R,1,3,半周ラップ,まわり足,直線,坂口 周,18.46,4.43,7.4,近藤 雄一郎,18.89,4.5,7.49,下條 雄太郎,18.59,4.44,7.58,金子 貴志,18.97,4.51,7.58,渡邊 雄斗,18.53,4.43,7.48,伊藤 啓三,18.78,4.62,7.64
202602260108,2026-02-26,1,08R,1,3,半周ラップ,まわり足,直線,村田 修次,18.52,4.62,7.43,仲本 舜,18.82,4.51,7.33,木村 浩士,18.57,4.74,7.38,汐崎 正則,18.8,4.43,7.49,上條 嘉嗣,18.7,4.59,7.37,真田 聖也,18.9,4.69,7.48
202602260109,2026-02-26,1,09R,1,3,半周ラップ,まわり足,直線,横田 貴満,18.68,4.71,7.45,亀山 雅幸,18.49,4.54,7.36,稗田 聖也,18.47,4.71,7.35,川崎 公靖,18.69,4.69,7.38,福西 広太郎,18.46,4.58,7.49,荒井 翔伍,18.79,4.63,7.59
202602260110,2026-02-26,1,10R,1,3,半周ラップ,まわり足,直線,濱野谷 憲吾,18.15,4.24,7.36,北川 潤二,18.46,4.42,7.46,國崎 良春,18.3,4.3,7.49,淺香 文武,18.89,4.42,7.34,小林 遼太,18.84,4.76,7.47,伊藤 誠二,18.77,4.62,7.46
202602260111,2026-02-26,1,11R,1,3,半周ラップ,まわり足,直線,下條 雄太郎,18.58,4.36,7.46,古結 宏,18.78,4.4,7.42,松尾 昂明,18.79,4.45,7.53,坂東 満,18.6,4.49,7.32,芝田 浩治,18.76,4.65,7.38,吉田 和仁,18.29,4.49,7.47
202602260112,2026-02-26,1,12R,1,3,半周ラップ,まわり足,直線,吉川 喜継,18.93,4.86,7.51,辻 栄蔵,18.22,4.55,7.58,岩川 仁士,18.63,4.49,7.57,上之 晃弘,18.5,4.82,7.52,坂口 周,18.54,4.58,7.39,須藤 博倫,18.46,4.82,7.53
202602260201,2026-02-26,2,01R,1,3,一周,まわり足,直線,滝沢 崚,36.38,5.33,6.93,杢野 誓良,37.12,5.28,7.07,川合 理司,37.54,5.49,7.17,神田 達也,37.07,5.43,7.14,木下 虎之輔,37.11,5.52,6.93,宮崎 心之介,36.84,6.19,6.9
202602260202,2026-02-26,2,02R,1,3,一周,まわり足,直線,鈴木 秀茉,36.71,5.59,7.0,石田 貴洋,37.17,5.43,7.13,立間 充宏,37.17,5.7,7.03,赤羽 克也,36.92,5.64,7.07,小林 文彦,37.26,6.16,7.0,夏山 亮平,37.83,5.97,7.03
202602260203,2026-02-26,2,03R,1,3,一周,まわり足,直線,中野 孝二,37.25,5.68,6.98,村田 敦,37.76,5.43,7.2,松井 友汰,36.83,5.44,7.0,佐藤 駿介,37.12,5.48,7.14,里岡 右貴,37.14,5.37,6.97,齋藤 和政,37.83,5.41,7.06
202602260204,2026-02-26,2,04R,1,3,一周,まわり足,直線,大庭 元明,37.13,5.23,6.97,荻野 裕介,37.07,5.3,7.0,横田 茂,37.9,5.5,7.03,仲道 大輔,37.3,5.57,7.04,濱崎 直矢,37.23,5.3,7.13,港 理樹,37.17,6.1,6.9
202602260205,2026-02-26,2,05R,1,3,一周,まわり足,直線,一瀬 明,36.55,5.67,6.82,藤田 竜弘,37.51,5.49,7.2,雑賀 勇貴,37.37,5.4,7.06,小坂 尚哉,36.86,5.2,7.1,松本 浩貴,37.3,5.52,7.03,木下 虎之輔,37.13,5.67,6.87
202602260206,2026-02-26,2,06R,1,3,一周,まわり足,直線,寺本 昇平,36.92,5.57,6.97,小川 知行,37.13,5.57,7.04,東本 勝利,37.27,5.43,7.0,宮崎 心之介,36.94,5.5,6.99,古川 誠之,37.84,5.33,6.99,山田 雄太,36.57,5.47,7.13
202602260207,2026-02-26,2,07R,1,3,一周,まわり足,直線,岡村 慶太,35.95,5.98,6.84,梶原 正,37.14,6.1,6.97,山本 景士郎,37.43,5.8,6.97,楠 将太郎,37.36,5.52,6.98,杢野 誓良,37.87,5.87,7.02,渡邉 健,37.44,5.37,7.07
202602260208,2026-02-26,2,08R,1,3,一周,まわり足,直線,神田 達也,37.28,5.3,7.13,赤羽 克也,37.1,5.2,7.11,齋藤 和政,37.6,5.62,6.99,佐藤 悠,36.9,5.54,6.95,港 理樹,37.54,5.72,6.92,山地 正樹,37.15,5.2,7.03
202602260209,2026-02-26,2,09R,1,3,一周,まわり足,直線,小林 文彦,37.19,5.61,6.97,里岡 右貴,36.93,5.5,7.0,古場 輝義,37.37,6.17,6.87,滝沢 崚,37.47,5.72,7.0,雑賀 勇貴,37.34,5.76,7.07,仲道 大輔,38.06,5.5,7.03
202602260210,2026-02-26,2,10R,1,3,一周,まわり足,直線,横田 茂,37.1,5.7,7.01,池田 雄祐,37.06,5.54,6.91,石田 貴洋,37.47,5.56,7.08,堀本 裕也,38.34,5.52,7.0,一瀬 明,37.36,5.47,7.03,東本 勝利,36.65,5.63,6.97
202602260211,2026-02-26,2,11R,1,3,一周,まわり足,直線,古川 誠之,37.12,5.5,6.97,夏山 亮平,37.5,5.63,7.0,濱崎 直矢,37.16,5.3,7.07,藤田 竜弘,36.91,5.9,7.05,楠 将太郎,36.94,5.54,6.9,室田 泰史,36.82,5.64,7.0
202602260212,2026-02-26,2,12R,1,3,一周,まわり足,直線,小坂 尚哉,36.62,5.26,7.0,山田 雄太,36.5,5.23,7.1,岡村 慶太,36.39,5.37,7.0,松井 友汰,36.87,5.37,7.0,立間 充宏,37.12,5.53,6.96,佐藤 悠,37.0,5.37,6.97
202602260401,2026-02-26,4,01R,1,3,一周,まわり足,直線,早川 尚人,37.33,5.57,7.37,平瀬 城啓,37.59,5.73,7.3,渥美 卓郎,37.73,5.43,7.26,磯村 匠,37.4,5.63,7.37,島田 一生,37.23,5.54,7.35,宮下 元胤,37.67,5.5,7.3
