レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中
202602042301,1,2,3,1,6,3,○,×,○,×,逃げ,逃げ,○
202602042302,1,3,2,2,3,4,×,○,×,×,逃げ,まくり,×
202602042303,1,2,3,3,1,4,×,×,×,×,逃げ,差し,×
202602042304,1,3,2,1,2,3,○,×,×,×,逃げ,逃げ,○
202602042305,1,3,4,2,3,1,×,○,×,×,逃げ,,-
202602042306,1,3,5,1,3,2,○,○,×,×,逃げ,逃げ,○
202602042307,2,1,4,1,6,2,×,×,×,×,逃げ,,-
202602042308,1,2,6,1,4,2,○,×,×,×,逃げ,逃げ,○
202602042309,1,2,6,1,4,5,○,×,×,×,逃げ,逃げ,○
202602042310,1,2,3,1,6,4,○,×,×,×,逃げ,逃げ,○
202602042311,1,2,4,1,3,2,○,×,×,×,逃げ,逃げ,○
202602042312,1,2,3,5,1,3,×,×,○,×,逃げ,まくり,×
202602041701,1,2,3,1,5,3,○,×,○,×,逃げ,逃げ,○
202602041702,1,2,4,4,5,3,×,×,×,×,逃げ,差し,×
202602041703,1,2,3,1,3,4,○,×,×,×,逃げ,逃げ,○
202602041704,1,2,3,1,2,3,○,○,○,○,逃げ,逃げ,○
202602041705,1,2,3,1,5,4,○,×,×,×,逃げ,逃げ,○
202602041706,1,2,3,1,4,5,○,×,×,×,逃げ,逃げ,○
202602041707,1,4,2,1,3,4,○,×,×,×,逃げ,,-
202602041708,1,2,5,1,4,6,○,×,×,×,逃げ,逃げ,○
202602041709,1,2,3,1,5,3,○,×,○,×,逃げ,逃げ,○
202602041710,1,2,4,1,3,2,○,×,×,×,逃げ,逃げ,○
202602041711,1,2,3,1,3,2,○,×,×,×,逃げ,逃げ,○
202602041712,1,2,3,1,2,4,○,○,×,×,逃げ,逃げ,○
202602041501,1,2,3,1,2,4,○,○,×,×,逃げ,逃げ,○
202602041502,1,3,2,1,5,4,○,×,×,×,逃げ,逃げ,○
