場コード,基準節終了日,モーター番号,使用開始日,使用終了日,グレード,タイトル,使用者名,着順列
20,2026-08-12,1,2026-07-31,2026-08-03,一般,ギラヴァンツ北九州杯,下田 哲也,５　４５
20,2026-08-12,1,2026-07-25,2026-07-29,一般,中間市行橋市ＢＲ組合施行５７周年記念競走,日隈 茜,６　６５６６６　６５
20,2026-08-12,1,2026-07-18,2026-07-21,一般,にっぽん未来プロジェクト競走ｉｎ若松,金子 和之,４５２　１４２１
20,2026-08-12,2,2026-08-07,2026-08-12,一般,日刊スポーツ杯お盆特選競走,仲本 舜,５　６６５５１５６　５
20,2026-08-12,2,2026-07-31,2026-08-03,一般,ギラヴァンツ北九州杯,杉山 勝匡,５４３６２　６１
20,2026-08-12,2,2026-07-25,2026-07-29,一般,中間市行橋市ＢＲ組合施行５７周年記念競走,中島 航,６４４　３３５　３４
20,2026-08-12,3,2026-08-07,2026-08-12,一般,日刊スポーツ杯お盆特選競走,國弘 翔平,２２４　４２６　５３５３
20,2026-08-12,3,2026-07-25,2026-07-29,一般,中間市行橋市ＢＲ組合施行５７周年記念競走,吉川 勇作,４２３６５　６　５３
20,2026-08-12,3,2026-07-07,2026-07-12,ＧⅢ,シャボン玉石けん杯,柳瀬 幹太,４　４６３　５５６　１４
20,2026-08-12,4,2026-08-07,2026-08-12,一般,日刊スポーツ杯お盆特選競走,長嶺 真李愛,６　６４６　６６６　６５
20,2026-08-12,4,2026-07-31,2026-08-03,一般,ギラヴァンツ北九州杯,大澤 風葵,４２２１２２[６]
20,2026-08-12,4,2026-07-18,2026-07-21,一般,にっぽん未来プロジェクト競走ｉｎ若松,栗山 繁洋,２　５４１４４５
20,2026-08-12,5,2026-08-07,2026-08-12,一般,日刊スポーツ杯お盆特選競走,宮城 那菜,４６５　５　４５５　３４
20,2026-08-12,5,2026-07-25,2026-07-29,一般,中間市行橋市ＢＲ組合施行５７周年記念競走,佐々木 和伸,３１１２４　１４３２
20,2026-08-12,5,2026-07-07,2026-07-12,ＧⅢ,シャボン玉石けん杯,後藤 隼之,１５３３３　２　Ｆ２６
20,2026-08-12,6,2026-08-07,2026-08-12,一般,日刊スポーツ杯お盆特選競走,松井 貫太,４　２２２　６６１５１４
20,2026-08-12,6,2026-07-31,2026-08-03,一般,ギラヴァンツ北九州杯,三宅 潤,１　３１５４２４
20,2026-08-12,6,2026-07-18,2026-07-21,一般,にっぽん未来プロジェクト競走ｉｎ若松,大森 翼,１４４　３６２６
20,2026-08-12,7,2026-08-07,2026-08-12,一般,日刊スポーツ杯お盆特選競走,池永 太,２４３　２２２２２４１２
20,2026-08-12,7,2026-07-31,2026-08-03,一般,ギラヴァンツ北九州杯,崎 利仁,２　６６５５２
