場コード,基準節終了日,モーター番号,使用開始日,使用終了日,グレード,タイトル,使用者名,着順列
21,2026-08-25,1,2026-08-20,2026-08-25,一般,ニッカン・コム杯,大平 誉史明,３　４１４６６１３６５６
21,2026-08-25,1,2026-08-02,2026-08-05,一般,ＢＴＳ高城開設２８周年記念,井上 恵一,２　６６６　１４
21,2026-08-25,1,2026-07-23,2026-07-28,一般,福岡ソフトバンクホークス杯,南 佑典,３　４転
21,2026-08-25,2,2026-08-10,2026-08-15,一般,九州スポーツ杯争奪オール九州選抜戦,浦野 海,６６４　６５６　６６５
21,2026-08-25,2,2026-08-02,2026-08-05,一般,ＢＴＳ高城開設２８周年記念,金子 猛志,２１６　５４６６
21,2026-08-25,2,2026-07-23,2026-07-28,一般,福岡ソフトバンクホークス杯,花田 凱成,４　４６６　４１６６４５
21,2026-08-25,3,2026-08-20,2026-08-25,一般,ニッカン・コム杯,古川 健,１　１３３　６４３５１３
21,2026-08-25,3,2026-08-10,2026-08-15,一般,九州スポーツ杯争奪オール九州選抜戦,松田 大志郎,１３４２２１５　１１[３]
21,2026-08-25,3,2026-08-02,2026-08-05,一般,ＢＴＳ高城開設２８周年記念,岡部 哲,２　４３２３４２
21,2026-08-25,4,2026-08-20,2026-08-25,一般,ニッカン・コム杯,林 美憲,２４６２１　２３４３１５
21,2026-08-25,4,2026-08-10,2026-08-15,一般,九州スポーツ杯争奪オール九州選抜戦,富田 恕生,２５３　１１６　４６４２
21,2026-08-25,4,2026-08-02,2026-08-05,一般,ＢＴＳ高城開設２８周年記念,山田 哲也,１２３１１１[１]
21,2026-08-25,5,2026-08-10,2026-08-15,一般,九州スポーツ杯争奪オール九州選抜戦,西川 拓利,３４１１１５６　２２[１]
21,2026-08-25,5,2026-08-02,2026-08-05,一般,ＢＴＳ高城開設２８周年記念,岩永 雅人,５５４　２３２
21,2026-08-25,5,2026-07-23,2026-07-28,一般,福岡ソフトバンクホークス杯,眞崎 武蔵,４２３　３１４４５　２３
21,2026-08-25,6,2026-08-20,2026-08-25,一般,ニッカン・コム杯,杉山 太陽,４５５　２６３６５　３
21,2026-08-25,6,2026-08-02,2026-08-05,一般,ＢＴＳ高城開設２８周年記念,菅沼 佳昭,４６４　５　５４
21,2026-08-25,6,2026-07-23,2026-07-28,一般,福岡ソフトバンクホークス杯,下條 雄太郎,１３１２２２３　１３３２
21,2026-08-25,7,2026-08-20,2026-08-25,一般,ニッカン・コム杯,福西 広太郎,５６エ　６３５　２２４
21,2026-08-25,7,2026-08-10,2026-08-15,一般,九州スポーツ杯争奪オール九州選抜戦,森口 和紀,５３１　６　２３５４２１
21,2026-08-25,7,2026-08-02,2026-08-05,一般,ＢＴＳ高城開設２８周年記念,小池 哲也,５３５２４　４３
21,2026-08-25,8,2026-08-10,2026-08-15,一般,九州スポーツ杯争奪オール九州選抜戦,高倉 和士,２２１４１　１２３１[４]
21,2026-08-25,8,2026-08-02,2026-08-05,一般,ＢＴＳ高城開設２８周年記念,柳内 敬太,２３４１４２[３]
21,2026-08-25,8,2026-07-23,2026-07-28,一般,福岡ソフトバンクホークス杯,川原 愛未,６５３　６　５５５　６１
21,2026-08-25,9,2026-08-20,2026-08-25,一般,ニッカン・コム杯,藤山 雅弘,３　５１４２３６２　６１
21,2026-08-25,9,2026-08-10,2026-08-15,一般,九州スポーツ杯争奪オール九州選抜戦,山下 心一,６　４６６　６６５　６６
21,2026-08-25,9,2026-07-23,2026-07-28,一般,福岡ソフトバンクホークス杯,深川 真二,１Ｆ２　１　２３２２４
21,2026-08-25,10,2026-08-20,2026-08-25,一般,ニッカン・コム杯,古賀 繁輝,１３２１２１１　２１[６]
21,2026-08-25,10,2026-08-10,2026-08-15,一般,九州スポーツ杯争奪オール九州選抜戦,益田 啓司,２　１３３４６１４３３１
21,2026-08-25,10,2026-08-02,2026-08-05,一般,ＢＴＳ高城開設２８周年記念,安東 幸治,５　１５１３４２
21,2026-08-25,11,2026-08-20,2026-08-25,一般,ニッカン・コム杯,八戸 琉楓,５６６　５落４　６　６５
21,2026-08-25,11,2026-08-10,2026-08-15,一般,九州スポーツ杯争奪オール九州選抜戦,藤井 公人,６６１　３　２１落欠
21,2026-08-25,11,2026-08-02,2026-08-05,一般,ＢＴＳ高城開設２８周年記念,長谷川 充,２　２４１５５３
21,2026-08-25,12,2026-08-20,2026-08-25,一般,ニッカン・コム杯,加藤 政彦,３４４　２３１２３２[５]
21,2026-08-25,12,2026-08-10,2026-08-15,一般,九州スポーツ杯争奪オール九州選抜戦,井上 慧人,２　５６２　３２５　４６
21,2026-08-25,12,2026-08-02,2026-08-05,一般,ＢＴＳ高城開設２８周年記念,前田 光昭,６５５　２５６
21,2026-08-25,13,2026-08-20,2026-08-25,一般,ニッカン・コム杯,宇土 泰就,３　６６６３５　４　６４
21,2026-08-25,13,2026-08-10,2026-08-15,一般,九州スポーツ杯争奪オール九州選抜戦,大山 千広,２５３１４　１５３６２
21,2026-08-25,13,2026-08-02,2026-08-05,一般,ＢＴＳ高城開設２８周年記念,西川 真人,５５５　３　３３
21,2026-08-25,14,2026-08-20,2026-08-25,一般,ニッカン・コム杯,中渡 修作,４　３５１　２５１６２３
21,2026-08-25,14,2026-08-10,2026-08-15,一般,九州スポーツ杯争奪オール九州選抜戦,篠崎 仁志,５２２１６　１１３２[５]
21,2026-08-25,14,2026-07-23,2026-07-28,一般,福岡ソフトバンクホークス杯,松村 敏,１Ｆ２　３
21,2026-08-25,15,2026-08-20,2026-08-25,一般,ニッカン・コム杯,本岡 勝利,４５４　３　４５５　４６
21,2026-08-25,15,2026-08-10,2026-08-15,一般,九州スポーツ杯争奪オール九州選抜戦,山口 広樹,４５５　５５４　３１３
21,2026-08-25,15,2026-07-23,2026-07-28,一般,福岡ソフトバンクホークス杯,高田 綾,１２２　４４４４１５６４
21,2026-08-25,16,2026-08-20,2026-08-25,一般,ニッカン・コム杯,山本 隆幸,４１６５３４１２３４１５
21,2026-08-25,16,2026-08-10,2026-08-15,一般,九州スポーツ杯争奪オール九州選抜戦,加倉 侑征,３４４　５３２　４４４５
21,2026-08-25,16,2026-07-23,2026-07-28,一般,福岡ソフトバンクホークス杯,樋口 由加里,５　３５５　６１６　５２
21,2026-08-25,17,2026-08-20,2026-08-25,一般,ニッカン・コム杯,溝口 海義也,３６５　３３４３１３１２
21,2026-08-25,17,2026-08-10,2026-08-15,一般,九州スポーツ杯争奪オール九州選抜戦,大野 芳顕,５　２５１６２　５１３３
21,2026-08-25,17,2026-07-23,2026-07-28,一般,福岡ソフトバンクホークス杯,若狭 奈美子,２　１３４１１２１２[４]
21,2026-08-25,18,2026-08-20,2026-08-25,一般,ニッカン・コム杯,前田 健太郎,１　４４６１３　４５２６
21,2026-08-25,18,2026-08-10,2026-08-15,一般,九州スポーツ杯争奪オール九州選抜戦,上原 健次郎,４　４５２　１５６６４４
21,2026-08-25,18,2026-07-23,2026-07-28,一般,福岡ソフトバンクホークス杯,古澤 光紀,１１３　３１１３４１[３]
21,2026-08-25,19,2026-08-20,2026-08-25,一般,ニッカン・コム杯,重木 輝彦,１２３　２２１２３１[４]
21,2026-08-25,19,2026-08-02,2026-08-05,一般,ＢＴＳ高城開設２８周年記念,田中 孝明,１　６４５　４５
21,2026-08-25,19,2026-07-23,2026-07-28,一般,福岡ソフトバンクホークス杯,甲斐 貴大,　　　　　　　　　　５６
21,2026-08-25,20,2026-08-20,2026-08-25,一般,ニッカン・コム杯,平石 和男,５２３　５５２１２１２１
21,2026-08-25,20,2026-08-02,2026-08-05,一般,ＢＴＳ高城開設２８周年記念,西田 靖,６６６　５６６
21,2026-08-25,20,2026-07-23,2026-07-28,一般,福岡ソフトバンクホークス杯,佐々木 英樹,３３１　５２２４６５２３
21,2026-08-25,21,2026-08-20,2026-08-25,一般,ニッカン・コム杯,奥平 拓也,２６６　５５５　５　３３
21,2026-08-25,21,2026-08-10,2026-08-15,一般,九州スポーツ杯争奪オール九州選抜戦,安武 一也,４　６６６　６４６　５
21,2026-08-25,21,2026-07-23,2026-07-28,一般,福岡ソフトバンクホークス杯,渋谷 明憲,３２５　２１３１３２[５]
21,2026-08-25,22,2026-08-10,2026-08-15,一般,九州スポーツ杯争奪オール九州選抜戦,河野 真也,１　３３３６１　妨３２
21,2026-08-25,22,2026-08-02,2026-08-05,一般,ＢＴＳ高城開設２８周年記念,富永 修一,１３４５３１２５
21,2026-08-25,22,2026-07-23,2026-07-28,一般,福岡ソフトバンクホークス杯,阪本 勇介,６　５４２　２６３２２１
21,2026-08-25,23,2026-08-20,2026-08-25,一般,ニッカン・コム杯,上野 秀和,３６２１２　３３１４５４
21,2026-08-25,23,2026-08-10,2026-08-15,一般,九州スポーツ杯争奪オール九州選抜戦,中 亮太,１４１　４１３１５５５６
21,2026-08-25,23,2026-07-23,2026-07-28,一般,福岡ソフトバンクホークス杯,森 竜也,５６５　３　５６５　６５
21,2026-08-25,24,2026-08-20,2026-08-25,一般,ニッカン・コム杯,渡辺 豊,５４３　４４３　２４２５
21,2026-08-25,24,2026-08-10,2026-08-15,一般,九州スポーツ杯争奪オール九州選抜戦,井上 未都,４　５５３　３４４　５６
21,2026-08-25,24,2026-07-23,2026-07-28,一般,福岡ソフトバンクホークス杯,池本 輝明,３２５　４４４　４３５６
21,2026-08-25,25,2026-08-20,2026-08-25,一般,ニッカン・コム杯,栗山 繁洋,６　６エ
21,2026-08-25,25,2026-08-02,2026-08-05,一般,ＢＴＳ高城開設２８周年記念,萩原 丈太朗,４　６６４　６２
21,2026-08-25,25,2026-07-23,2026-07-28,一般,福岡ソフトバンクホークス杯,三宅 健太,２５４　４５エ５
21,2026-08-25,26,2026-08-20,2026-08-25,一般,ニッカン・コム杯,草場 康幸,２　４２４　６２６２４５
21,2026-08-25,26,2026-08-10,2026-08-15,一般,九州スポーツ杯争奪オール九州選抜戦,永田 啓二,１２２　１６２４６５１１
21,2026-08-25,26,2026-07-23,2026-07-28,一般,福岡ソフトバンクホークス杯,寺田 千恵,２４４　１４５３４５３
21,2026-08-25,27,2026-08-20,2026-08-25,一般,ニッカン・コム杯,池永 太,１１１４１４５　１３４１
21,2026-08-25,27,2026-08-10,2026-08-15,一般,九州スポーツ杯争奪オール九州選抜戦,山一 鉄也,１　２３６　４３５５６６
21,2026-08-25,27,2026-08-02,2026-08-05,一般,ＢＴＳ高城開設２８周年記念,前田 聖文,１２２３１５５３
21,2026-08-25,28,2026-08-20,2026-08-25,一般,ニッカン・コム杯,吉田 光,３３１　１　２２１３４１
