レースコード,レース日,レース場,レース回,ステータス,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202406210201,2024-06-21,2,01R,1,3,一周,まわり足,直線,小川 竜太朗,36.68,6.12,6.9,齋藤 和政,37.51,5.65,7.17,笠 雅雄,37.22,5.37,7.18,永井 亮次,37.58,5.47,7.19,高山 弘斗,37.4,5.47,7.1,中北 将史,37.79,5.57,7.1
202406210202,2024-06-21,2,02R,1,3,一周,まわり足,直線,池田 剛規,36.93,5.73,7.0,折下 寛法,37.17,6.17,7.07,船岡 洋一郎,37.58,5.71,7.27,小黒 竜吾,37.13,5.83,7.13,佐竹 友樹,37.58,5.49,7.23,近藤 颯斗,37.77,6.18,7.05
202406210203,2024-06-21,2,03R,1,3,一周,まわり足,直線,伊藤 紘章,37.53,5.96,7.0,久田 敏之,37.3,5.77,7.03,南 佑典,37.6,6.0,7.03,武田 正紀,37.9,5.87,7.27,島田 賢人,37.82,5.7,7.17,岩下 巧斗,37.42,5.49,7.14
202406210204,2024-06-21,2,04R,1,3,一周,まわり足,直線,吉武 真也,37.1,5.47,7.1,松本 博昭,37.72,5.58,7.17,鶴田 勇雄,37.57,5.56,7.1,大塚 雅治,37.68,5.49,7.07,横田 茂,37.61,5.76,7.17,黒崎 竜也,37.16,5.47,7.14
202406210205,2024-06-21,2,05R,1,3,一周,まわり足,直線,石塚 久也,37.65,5.31,7.13,幸野 史明,37.55,5.3,7.13,栗原 直也,37.46,5.54,7.15,大上 卓人,36.77,5.43,7.1,永井 亮次,37.74,5.65,7.17,山道 諄也,37.4,5.9,7.11
202406210206,2024-06-21,2,06R,1,3,一周,まわり足,直線,笠置 博之,36.94,5.67,7.04,今村 暢孝,36.83,5.64,7.1,山谷 央,37.78,5.64,7.21,高山 弘斗,37.45,5.79,7.03,近藤 颯斗,37.53,6.17,6.91,中田 竜太,37.31,5.67,7.03
202406210207,2024-06-21,2,07R,1,3,一周,まわり足,直線,権藤 俊光,37.29,5.55,7.0,小黒 竜吾,37.09,5.67,7.02,小川 竜太朗,37.5,5.71,7.02,森作 広大,37.31,5.87,7.08,岩下 巧斗,37.1,5.9,7.06,井手 良太,37.43,5.72,7.09
202406210208,2024-06-21,2,08R,1,3,一周,まわり足,直線,佐藤 大騎,37.32,5.58,7.06,杉山 正樹,37.49,5.9,7.0,武田 正紀,38.01,5.69,7.17,笠 雅雄,38.21,5.97,7.1,加藤 高史,37.55,5.67,7.13,大塚 雅治,38.11,5.47,7.13
202406210209,2024-06-21,2,09R,1,3,一周,まわり足,直線,石川 吉鎬,37.2,5.47,7.06,村上 彰一,37.26,5.53,7.03,黒崎 竜也,37.84,5.4,7.1,一柳 和孝,37.54,5.6,7.27,牧原 崇,38.31,5.73,7.2,久田 敏之,37.78,5.5,7.23
202406210210,2024-06-21,2,10R,1,3,一周,まわり足,直線,山谷 央,37.13,5.33,7.17,船岡 洋一郎,37.26,5.3,7.13,島田 賢人,37.93,5.43,7.23,吉武 真也,37.54,6.06,7.07,石塚 久也,38.08,5.77,7.3,齋藤 和政,37.87,5.63,7.23
202406210211,2024-06-21,2,11R,1,3,一周,まわり足,直線,折下 寛法,36.9,5.51,7.26,中田 竜太,37.69,5.58,7.1,伊藤 紘章,37.89,5.86,7.27,権藤 俊光,37.9,6.3,7.23,栗原 直也,37.62,5.7,7.17,松本 博昭,38.94,5.83,7.29
202406210212,2024-06-21,2,12R,1,3,一周,まわり足,直線,大上 卓人,37.41,5.33,7.22,鶴田 勇雄,38.22,5.6,7.3,杉山 正樹,39.07,6.23,7.16,今村 暢孝,38.41,5.79,7.28,森作 広大,38.01,5.61,7.21,岡本 猛,37.54,5.53,7.19
202406210501,2024-06-21,5,01R,1,3,一周,まわり足,直線,深水 慎一郎,36.6,5.79,6.78,森 智也,37.29,5.9,6.87,岡部 哲,37.43,5.85,6.9,春園 功太,37.4,5.75,6.84,坂元 浩仁,37.04,5.77,6.89,中田 友也,37.07,5.69,6.87
202406210502,2024-06-21,5,02R,1,3,一周,まわり足,直線,奥田 誠,37.11,6.09,6.51,松本 一毅,37.66,6.05,6.91,岡村 仁,37.17,6.03,6.91,大池 佑来,37.08,5.9,6.72,長谷川 充,37.56,6.12,6.82,山本 稔太朗,37.23,5.85,6.83
