レースコード,レース日,レース場コード,レース回,状態,1枠_コースpt,1枠_寄与_コースpt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_コースpt,2枠_寄与_コースpt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_コースpt,3枠_寄与_コースpt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_コースpt,4枠_寄与_コースpt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_コースpt,5枠_寄与_コースpt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_コースpt,6枠_寄与_コースpt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202607290401,2026-07-29,04,1R,daily,62.85,18.88,42.31,11.73,60.68,7.53,50.0,10.47,50.0,4.44,53.06,49.1,14.75,47.21,13.09,56.47,7.01,50.0,10.47,50.0,4.44,49.76,50.61,15.21,47.21,13.09,40.36,5.01,50.0,10.47,50.0,4.44,48.21,50.32,15.12,49.66,13.76,52.16,6.48,50.0,10.47,50.0,4.44,50.27,45.78,13.76,54.56,15.12,44.32,5.5,50.0,10.47,50.0,4.44,49.29,41.31,12.41,30.06,8.33,58.87,7.31,50.0,10.47,50.0,4.44,42.96
202607290402,2026-07-29,04,2R,daily,65.82,19.78,49.66,13.76,55.15,6.85,50.0,10.47,50.0,4.44,55.3,48.25,14.5,34.96,9.69,48.25,5.99,50.0,10.47,50.0,4.44,45.09,52.72,15.84,47.21,13.09,64.16,7.97,50.0,10.47,50.0,4.44,51.8,48.63,14.61,37.41,10.37,55.05,6.84,50.0,10.47,50.0,4.44,46.73,43.66,13.12,52.11,14.44,61.0,7.57,50.0,10.47,50.0,4.44,50.04,40.89,12.28,30.06,8.33,35.44,4.4,50.0,10.47,50.0,4.44,39.93
202607290403,2026-07-29,04,3R,daily,61.59,18.5,44.76,12.41,43.86,5.45,50.0,10.47,50.0,4.44,51.27,51.64,15.51,47.21,13.09,58.62,7.28,50.0,10.47,50.0,4.44,50.79,53.15,15.97,37.41,10.37,50.95,6.33,50.0,10.47,50.0,4.44,47.57,48.2,14.48,49.66,13.76,81.38,10.1,50.0,10.47,50.0,4.44,53.26,44.93,13.5,54.56,15.12,93.06,11.56,50.0,10.47,50.0,4.44,55.09,40.47,12.16,52.11,14.44,56.87,7.06,50.0,10.47,50.0,4.44,48.57
202607290404,2026-07-29,04,4R,daily,66.24,19.9,44.76,12.41,51.04,6.34,50.0,10.47,50.0,4.44,53.56,50.79,15.26,52.11,14.44,38.37,4.76,50.0,10.47,50.0,4.44,49.38,51.87,15.59,49.66,13.76,56.91,7.07,50.0,10.47,50.0,4.44,51.33,46.51,13.97,52.11,14.44,44.78,5.56,50.0,10.47,50.0,4.44,48.89,42.81,12.86,32.51,9.01,59.66,7.41,50.0,10.47,50.0,4.44,44.19,41.73,12.54,30.06,8.33,61.82,7.68,50.0,10.47,50.0,4.44,43.46
202607290405,2026-07-29,04,5R,daily,78.71,23.65,37.41,10.37,72.13,8.96,50.0,10.47,50.0,4.44,57.88,45.66,13.72,47.21,13.09,47.66,5.92,50.0,10.47,50.0,4.44,47.63,45.9,13.79,47.21,13.09,39.53,4.91,50.0,10.47,50.0,4.44,46.69,48.57,14.59,66.81,18.52,52.37,6.5,50.0,10.47,50.0,4.44,54.52,41.1,12.35,59.46,16.48,41.27,5.12,50.0,10.47,50.0,4.44,48.86,40.03,12.03,34.96,9.69,47.55,5.9,50.0,10.47,50.0,4.44,42.53
202607290406,2026-07-29,04,6R,daily,66.91,20.1,49.66,13.76,50.09,6.22,50.0,10.47,50.0,4.44,55.0,49.87,14.98,66.81,18.52,44.08,5.47,50.0,10.47,50.0,4.44,53.88,50.53,15.18,47.21,13.09,45.49,5.65,50.0,10.47,50.0,4.44,48.83,47.31,14.21,34.96,9.69,46.61,5.79,50.0,10.47,50.0,4.44,44.6,45.31,13.61,47.21,13.09,56.47,7.01,50.0,10.47,50.0,4.44,48.62,40.03,12.03,57.01,15.8,57.0,7.08,50.0,10.47,50.0,4.44,49.82
202607290407,2026-07-29,04,7R,daily,61.44,18.46,47.21,13.09,40.36,5.01,50.0,10.47,50.0,4.44,51.47,53.66,16.12,34.96,9.69,46.35,5.76,50.0,10.47,50.0,4.44,46.48,51.37,15.44,42.31,11.73,37.12,4.61,50.0,10.47,50.0,4.44,46.68,47.31,14.21,32.51,9.01,59.9,7.44,50.0,10.47,50.0,4.44,45.57,46.15,13.87,57.01,15.8,50.24,6.24,50.0,10.47,50.0,4.44,50.82,40.03,12.03,54.56,15.12,52.74,6.55,50.0,10.47,50.0,4.44,48.61
202607290408,2026-07-29,04,8R,daily,70.91,21.3,52.11,14.44,61.0,7.57,50.0,10.47,50.0,4.44,58.23,45.71,13.73,49.66,13.76,52.16,6.48,50.0,10.47,50.0,4.44,48.88,48.49,14.57,44.76,12.41,43.86,5.45,50.0,10.47,50.0,4.44,47.33,52.44,15.75,44.76,12.41,40.7,5.05,50.0,10.47,50.0,4.44,48.12,41.96,12.61,49.66,13.76,55.15,6.85,50.0,10.47,50.0,4.44,48.13,40.47,12.16,47.21,13.09,58.42,7.25,50.0,10.47,50.0,4.44,47.41
202607290409,2026-07-29,04,9R,daily,73.24,22.0,54.56,15.12,44.32,5.5,50.0,10.47,50.0,4.44,57.54,49.16,14.77,32.51,9.01,59.66,7.41,50.0,10.47,50.0,4.44,46.1,47.69,14.33,44.76,12.41,51.04,6.34,50.0,10.47,50.0,4.44,47.98,45.71,13.73,34.96,9.69,48.25,5.99,50.0,10.47,50.0,4.44,44.32,44.12,13.26,47.21,13.09,58.62,7.28,50.0,10.47,50.0,4.44,48.53,40.05,12.03,52.11,14.44,33.42,4.15,50.0,10.47,50.0,4.44,45.54
202607290410,2026-07-29,04,10R,daily,73.24,22.0,52.11,14.44,56.87,7.06,50.0,10.47,50.0,4.44,58.42,50.44,15.15,59.46,16.48,41.27,5.12,50.0,10.47,50.0,4.44,51.67,49.83,14.97,49.66,13.76,81.38,10.1,50.0,10.47,50.0,4.44,53.75,44.85,13.48,47.21,13.09,64.16,7.97,50.0,10.47,50.0,4.44,49.44,41.99,12.61,52.11,14.44,38.37,4.76,50.0,10.47,50.0,4.44,46.73,39.63,11.91,42.31,11.73,60.68,7.53,50.0,10.47,50.0,4.44,46.08
