レースコード,レース日,レース場,レース回,ステータス,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202407070101,2024-07-07,01,01R,1,3,半周ラップ,まわり足,直線,中村 将隆,18.89,4.44,7.76,須藤 隆雄,19.37,4.82,7.9,篠原 飛翔,19.0,4.72,7.94,土性 雅也,19.1,4.59,7.9,亀山 雅幸,18.93,4.8,7.94,幸野 史明,18.92,4.9,7.88
202407070102,2024-07-07,01,02R,1,3,半周ラップ,まわり足,直線,川原 正明,18.86,4.74,7.79,中井 俊祐,19.24,4.9,7.79,遠藤 圭吾,19.04,4.65,7.91,羽野 諒,19.3,4.91,7.94,高倉 和士,18.71,4.83,7.89,西舘 健,19.12,4.85,7.72
202407070103,2024-07-07,01,03R,1,3,半周ラップ,まわり足,直線,福田 翔吾,18.64,4.84,7.89,森作 広大,19.0,4.72,7.86,松下 直也,18.91,4.81,7.92,鈴木 裕隆,18.78,4.75,7.78,江口 晃生,18.69,4.72,7.92,香川 陽太,18.63,4.7,8.0
202407070104,2024-07-07,01,04R,1,3,半周ラップ,まわり足,直線,松本 浩貴,18.68,4.57,7.75,渡辺 豊,18.89,5.06,7.83,加藤 高史,18.7,4.9,7.72,佃 來紀,18.65,4.58,7.88,冨成 謙児,19.01,4.69,7.94,本橋 克洋,18.93,4.78,7.84
202407070105,2024-07-07,01,05R,1,3,半周ラップ,まわり足,直線,久富 政弘,19.05,4.56,7.76,幸野 史明,19.16,4.8,7.77,大谷 健太,18.97,4.74,7.71,上田 龍星,18.25,4.56,7.71,佐藤 永梧,19.16,4.63,7.9,室田 泰史,19.1,4.74,7.85
202407070106,2024-07-07,01,06R,1,3,半周ラップ,まわり足,直線,若林 将,18.75,4.6,7.87,土性 雅也,18.98,4.64,7.88,富澤 祐作,18.96,4.61,8.07,谷口 健一,19.31,5.29,7.95,荒木 颯斗,18.94,4.99,7.67,山道 諄也,19.4,4.94,7.96
202407070107,2024-07-07,01,07R,1,3,半周ラップ,まわり足,直線,下河 誉史,18.84,4.6,7.91,鈴木 裕隆,18.86,4.78,7.89,関 浩哉,18.77,4.66,7.85,中村 将隆,18.96,4.78,7.97,川原 正明,18.83,4.75,8.04,鈴木 唯央,18.97,4.84,7.85
202407070108,2024-07-07,01,08R,1,3,半周ラップ,まわり足,直線,吉川 喜継,18.77,4.58,7.88,西舘 健,18.95,4.72,7.93,山本 光雄,18.93,4.7,8.06,福田 翔吾,18.87,4.88,7.91,貞兼 淳二,19.28,4.83,8.01,須藤 隆雄,19.36,5.13,7.94
202407070109,2024-07-07,01,09R,1,3,半周ラップ,まわり足,直線,亀山 雅幸,18.8,4.55,8.06,上田 龍星,18.53,4.58,8.08,松本 浩貴,19.24,4.79,8.06,坂本 一真,19.46,4.89,8.02,鈴木 雅希,19.2,4.98,7.99,松下 直也,19.06,4.72,7.92
202407070110,2024-07-07,01,10R,1,3,半周ラップ,まわり足,直線,竹之内 極,18.8,4.69,7.89,本橋 克洋,19.34,4.83,8.02,片橋 幸貴,18.83,5.06,8.11,佐藤 永梧,19.27,4.77,7.9,羽野 諒,19.4,4.9,8.01,谷口 健一,19.7,5.1,8.11
